
Dump of file C:\Windows\System32\advapi32.dll
       1529  210 00048A00 ObjectPrivilegeAuditAlarmA
       1530  211 0002FED0 ObjectPrivilegeAuditAlarmW
       1531  212 00051340 OpenBackupEventLogA
       1532  213 00051460 OpenBackupEventLogW
       1533  214 0002DF80 OpenEncryptedFileRawA
       1534  215 0002E040 OpenEncryptedFileRawW
       1535  216 00051540 OpenEventLogA
       1536  217 0001C3F0 OpenEventLogW
       1537  218 00016B50 OpenProcessToken
       1538  219 00017EC0 OpenSCManagerA
       1539  21A 00017A10 OpenSCManagerW
       1540  21B 0002FEF0 OpenServiceA
       1541  21C 00017C30 OpenServiceW
       1542  21D 00016B30 OpenThreadToken
       1543  21E 000624A0 OpenThreadWaitChainSession
       1544  21F 000430E0 OpenTraceA
       1545  220 00017DA0 OpenTraceW
       1546  221 00030B00 OperationEnd
       1547  222 00030C00 OperationStart
       1548  223 000011A0 PerfAddCounters
       1549  224 00001430 PerfCloseQueryHandle
       1550  225          PerfCreateInstance (forwarded to api-ms-win-core-perfcounters-l1-2-0.PerfCreateInstance)
       1551  226          PerfDecrementULongCounterValue (forwarded to api-ms-win-core-perfcounters-l1-2-0.PerfDecrementULongCounterValue)
       1552  227          PerfDecrementULongLongCounterValue (forwarded to api-ms-win-core-perfcounters-l1-2-0.PerfDecrementULongLongCounterValue)
       1553  228 00043BA0 PerfDeleteCounters
       1554  229          PerfDeleteInstance (forwarded to api-ms-win-core-perfcounters-l1-2-0.PerfDeleteInstance)
       1555  22A 00005F30 PerfEnumerateCounterSet
       1556  22B 00002CD0 PerfEnumerateCounterSetInstances
       1557  22C          PerfIncrementULongCounterValue (forwarded to api-ms-win-core-perfcounters-l1-2-0.PerfIncrementULongCounterValue)
       1558  22D          PerfIncrementULongLongCounterValue (forwarded to api-ms-win-core-perfcounters-l1-2-0.PerfIncrementULongLongCounterValue)
       1559  22E 00003EF0 PerfOpenQueryHandle
       1560  22F 00001CA0 PerfQueryCounterData
       1561  230 00001270 PerfQueryCounterInfo
       1562  231 00005D10 PerfQueryCounterSetRegistrationInfo
       1563  232          PerfQueryInstance (forwarded to api-ms-win-core-perfcounters-l1-2-0.PerfQueryInstance)
       1564  233 000121A0 PerfRegCloseKey
       1565  234 00053670 PerfRegEnumKey
       1566  235 000536D0 PerfRegEnumValue
       1567  236 0001B040 PerfRegQueryInfoKey
       1568  237 00009560 PerfRegQueryValue
       1569  238 00053870 PerfRegSetValue
       1570  239          PerfSetCounterRefValue (forwarded to api-ms-win-core-perfcounters-l1-2-0.PerfSetCounterRefValue)
       1571  23A          PerfSetCounterSetInfo (forwarded to api-ms-win-core-perfcounters-l1-2-0.PerfSetCounterSetInfo)
       1572  23B          PerfSetULongCounterValue (forwarded to api-ms-win-core-perfcounters-l1-2-0.PerfSetULongCounterValue)
       1573  23C          PerfSetULongLongCounterValue (forwarded to api-ms-win-core-perfcounters-l1-2-0.PerfSetULongLongCounterValue)
       1574  23D          PerfStartProvider (forwarded to api-ms-win-core-perfcounters-l1-2-0.PerfStartProvider)
       1575  23E          PerfStartProviderEx (forwarded to api-ms-win-core-perfcounters-l1-2-0.PerfStartProviderEx)
       1576  23F          PerfStopProvider (forwarded to api-ms-win-core-perfcounters-l1-2-0.PerfStopProvider)
       1577  240 0002FF10 PrivilegeCheck
       1578  241 00048AD0 PrivilegedServiceAuditAlarmA
       1579  242 0002FF30 PrivilegedServiceAuditAlarmW
       1580  243 00031110 ProcessIdleTasks
       1581  244 000311A0 ProcessIdleTasksW
       1582  245 00017DE0 ProcessTrace
       1583  246 0001DE10 QueryAllTracesA
       1584  247 00004440 QueryAllTracesW
       1585  248 0001DFC0 QueryLocalUserServiceName
       1586  249 0002E0B0 QueryRecoveryAgentsOnEncryptedFile
       1587  24A 0002FF50 QuerySecurityAccessMask
       1588  24B 0002FF70 QueryServiceConfig2A
       1589  24C 0001D440 QueryServiceConfig2W
       1590  24D 0002FF90 QueryServiceConfigA
       1591  24E 00017CA0 QueryServiceConfigW
       1592  24F 0002FFB0 QueryServiceDynamicInformation
       1593  250 00046760 QueryServiceLockStatusA
       1594  251 000468F0 QueryServiceLockStatusW
       1595  252 0002FFD0 QueryServiceObjectSecurity
       1596  253 0001D490 QueryServiceStatus
       1597  254 00017D40 QueryServiceStatusEx
       1598  255 00042F60 QueryTraceA
       1599  256 0002FFF0 QueryTraceProcessingHandle
       1600  257 0001D460 QueryTraceW
       1601  258 0001DFD0 QueryUserServiceName
       1602  259 0001DFE0 QueryUserServiceNameForContext
       1603  25A 0002E130 QueryUsersOnEncryptedFile
       1604  25B 0002E1B0 ReadEncryptedFileRaw
       1605  25C 000515D0 ReadEventLogA
       1606  25D 00051670 ReadEventLogW
       1607  25E 00016AF0 RegCloseKey
       1608  25F 00044020 RegConnectRegistryA
       1609  260 00044040 RegConnectRegistryExA
       1610  261 0001BA60 RegConnectRegistryExW
       1611  262 0001BA40 RegConnectRegistryW
       1612  263 000443E0 RegCopyTreeA
       1613  264 00030010 RegCopyTreeW
       1614  265 00044460 RegCreateKeyA
       1615  266 00017A70 RegCreateKeyExA
       1616  267 00016E30 RegCreateKeyExW
       1617  268 000444F0 RegCreateKeyTransactedA
       1618  269 0001C9F0 RegCreateKeyTransactedW
       1619  26A 00017100 RegCreateKeyW
       1620  26B 000040C0 RegDeleteKeyA
       1621  26C 00030030 RegDeleteKeyExA
       1622  26D 00030050 RegDeleteKeyExW
       1623  26E 000446E0 RegDeleteKeyTransactedA
       1624  26F 00045B10 RegDeleteKeyTransactedW
       1625  270 00030070 RegDeleteKeyValueA
       1626  271 0001D560 RegDeleteKeyValueW
       1627  272 00016E50 RegDeleteKeyW
       1628  273 00030090 RegDeleteTreeA
       1629  274 000300B0 RegDeleteTreeW
       1630  275 00004460 RegDeleteValueA
       1631  276 000197E0 RegDeleteValueW
       1632  277 00017C50 RegDisablePredefinedCache
       1633  278 000300D0 RegDisablePredefinedCacheEx
       1634  279 00019560 RegDisableReflectionKey
       1635  27A 00019560 RegEnableReflectionKey
       1636  27B 0001BDC0 RegEnumKeyA
       1637  27C 00004120 RegEnumKeyExA
       1638  27D 00015A20 RegEnumKeyExW
       1639  27E 00016800 RegEnumKeyW
       1640  27F 000300F0 RegEnumValueA
       1641  280 00016AA0 RegEnumValueW
       1642  281 0001B3D0 RegFlushKey
       1643  282 0001D340 RegGetKeySecurity
       1644  283 00030140 RegGetValueA
       1645  284 0001B390 RegGetValueW
       1646  285 00030160 RegLoadAppKeyA
       1647  286 00030180 RegLoadAppKeyW
       1648  287 000301A0 RegLoadKeyA
       1649  288 000301C0 RegLoadKeyW
       1650  289 000301E0 RegLoadMUIStringA
       1651  28A 00030200 RegLoadMUIStringW
       1652  28B 00017BB0 RegNotifyChangeKeyValue
       1653  28C 00017DC0 RegOpenCurrentUser
       1654  28D 00019750 RegOpenKeyA
       1655  28E 00016FB0 RegOpenKeyExA
       1656  28F 00016010 RegOpenKeyExW
       1657  290 00044590 RegOpenKeyTransactedA
       1658  291 00017940 RegOpenKeyTransactedW
       1659  292 00016D20 RegOpenKeyW
       1660  293 00030220 RegOpenUserClassesRoot
       1661  294 000445D0 RegOverridePredefKey
       1662  295 000042D0 RegQueryInfoKeyA
       1663  296 00016560 RegQueryInfoKeyW
       1664  297 00030240 RegQueryMultipleValuesA
       1665  298 00030260 RegQueryMultipleValuesW
       1666  299 00030AF0 RegQueryReflectionKey
       1667  29A 00044AE0 RegQueryValueA
       1668  29B 000170E0 RegQueryValueExA
       1669  29C 00015FF0 RegQueryValueExW
       1670  29D 00016B70 RegQueryValueW
       1671  29E 00044640 RegRenameKey
       1672  29F 00044E00 RegReplaceKeyA
       1673  2A0 00045B50 RegReplaceKeyW
       1674  2A1 00030280 RegRestoreKeyA
       1675  2A2 000302A0 RegRestoreKeyW
       1676  2A3 00045070 RegSaveKeyA
       1677  2A4 000302C0 RegSaveKeyExA
       1678  2A5 000302E0 RegSaveKeyExW
       1679  2A6 00045250 RegSaveKeyW
       1680  2A7 0001BE10 RegSetKeySecurity
       1681  2A8 00030300 RegSetKeyValueA
       1682  2A9 00004400 RegSetKeyValueW
       1683  2AA 000453F0 RegSetValueA
       1684  2AB 00004170 RegSetValueExA
       1685  2AC 000171B0 RegSetValueExW
       1686  2AD 00045560 RegSetValueW
       1687  2AE 00030320 RegUnLoadKeyA
       1688  2AF 00030340 RegUnLoadKeyW
       1689  2B0 00051700 RegisterEventSourceA
       1690  2B1 00017EE0 RegisterEventSourceW
       1691  2B2 000311B0 RegisterIdleTask
       1692  2B3 0001C020 RegisterServiceCtrlHandlerA
       1693  2B4 00030360 RegisterServiceCtrlHandlerExA
       1694  2B5 0001B410 RegisterServiceCtrlHandlerExW
       1695  2B6 00017E60 RegisterServiceCtrlHandlerW
       1696  2B7          RegisterTraceGuidsA (forwarded to ntdll.EtwRegisterTraceGuidsA)
       1697  2B8          RegisterTraceGuidsW (forwarded to ntdll.EtwRegisterTraceGuidsW)
       1698  2B9 000625C0 RegisterWaitChainCOMCallback
       1699  2BA 00044720 RemoteRegEnumKeyWrapper
       1700  2BB 00044890 RemoteRegEnumValueWrapper
       1701  2BC 000449C0 RemoteRegQueryInfoKeyWrapper
       1702  2BD 000456E0 RemoteRegQueryMultipleValues2Wrapper
       1703  2BE 00045860 RemoteRegQueryMultipleValuesWrapper
       1704  2BF 00044D60 RemoteRegQueryValueWrapper
       1705  2C0          RemoveTraceCallback (forwarded to sechost.RemoveTraceCallback)
       1706  2C1 0002E1D0 RemoveUsersFromEncryptedFile
       1707  2C2 00051780 ReportEventA
       1708  2C3 00018270 ReportEventW
       1709  2C4 00016D00 RevertToSelf
       1710  2C5 00043B60 SafeBaseRegGetKeySecurity
       1711  2C6 00015F30 SaferCloseLevel
       1712  2C7 00013AB0 SaferComputeTokenFromLevel
       1713  2C8 00037300 SaferCreateLevel
       1714  2C9 000379D0 SaferGetLevelInformation
       1715  2CA 00005A10 SaferGetPolicyInformation
       1716  2CB 0000B790 SaferIdentifyLevel
       1717  2CC 00039640 SaferRecordEventLogEntry
       1718  2CD 00039D50 SaferSetLevelInformation
       1719  2CE 00038510 SaferSetPolicyInformation
       1720  2CF 0003B0B0 SaferiChangeRegistryScope
       1721  2D0 000133F0 SaferiCompareTokenLevels
       1722  2D1 00038BD0 SaferiIsDllAllowed
       1723  2D2 0003B870 SaferiIsExecutableFileType
       1724  2D3 0003B0F0 SaferiPopulateDefaultsInRegistry
       1725  2D4 00039640 SaferiRecordEventLogEntry
       1726  2D5 00016F10 SaferiSearchMatchingHashRules
       1727  2D6 00030380 SetAclInformation
       1728  2D7 0002DE40 SetEncryptedFileMetadata
       1729  2D8 00040880 SetEntriesInAccessListA
       1730  2D9 000408D0 SetEntriesInAccessListW
       1731  2DA 0003E8F0 SetEntriesInAclA
       1732  2DB 00017EA0 SetEntriesInAclW
       1733  2DC 00040920 SetEntriesInAuditListA
       1734  2DD 00040960 SetEntriesInAuditListW
       1735  2DE 00048BD0 SetFileSecurityA
       1736  2DF 0001D4F0 SetFileSecurityW
       1737  2E0 00039D50 SetInformationCodeAuthzLevelW
       1738  2E1 00038510 SetInformationCodeAuthzPolicyW
       1739  2E2 00017E40 SetKernelObjectSecurity
       1740  2E3 0001BBC0 SetNamedSecurityInfoA
       1741  2E4 000409A0 SetNamedSecurityInfoExA
       1742  2E5 00040E20 SetNamedSecurityInfoExW
       1743  2E6 0001BFC0 SetNamedSecurityInfoW
       1744  2E7 000303C0 SetPrivateObjectSecurity
       1745  2E8 000303A0 SetPrivateObjectSecurityEx
       1746  2E9 000303E0 SetSecurityAccessMask
       1747  2EA 0001BE30 SetSecurityDescriptorControl
       1748  2EB 00017600 SetSecurityDescriptorDacl
       1749  2EC 0001B3F0 SetSecurityDescriptorGroup
       1750  2ED 000179B0 SetSecurityDescriptorOwner
       1751  2EE 00030400 SetSecurityDescriptorRMControl
       1752  2EF 000197C0 SetSecurityDescriptorSacl
       1753  2F0 00016FF0 SetSecurityInfo
       1754  2F1 00041120 SetSecurityInfoExA
       1755  2F2 00041560 SetSecurityInfoExW
       1756  2F3 00046AA0 SetServiceBits
       1757  2F4 00030420 SetServiceObjectSecurity
       1758  2F5 00017C10 SetServiceStatus
       1759  2F6 000170C0 SetThreadToken
       1760  2F7 00030440 SetTokenInformation
       1761  2F8          SetTraceCallback (forwarded to sechost.SetTraceCallback)
       1762  2F9 0002E250 SetUserFileEncryptionKey
       1763  2FA 0002E2B0 SetUserFileEncryptionKeyEx
       1764  2FB 00030460 StartServiceA
       1765  2FC 0001C000 StartServiceCtrlDispatcherA
       1766  2FD 00017E20 StartServiceCtrlDispatcherW
       1767  2FE 0001D470 StartServiceW
       1768  2FF 0001DE20 StartTraceA
       1769  300 00004420 StartTraceW
       1770  301 00042F80 StopTraceA
       1771  302 00030480 StopTraceW
       1772  303          SystemFunction001 (forwarded to CRYPTBASE.SystemFunction001)
       1773  304          SystemFunction002 (forwarded to CRYPTBASE.SystemFunction002)
       1774  305          SystemFunction003 (forwarded to CRYPTBASE.SystemFunction003)
       1775  306          SystemFunction004 (forwarded to CRYPTBASE.SystemFunction004)
       1776  307          SystemFunction005 (forwarded to CRYPTBASE.SystemFunction005)
       1777  308          SystemFunction006 (forwarded to CRYPTSP.SystemFunction006)
       1778  309          SystemFunction007 (forwarded to CRYPTSP.SystemFunction007)
       1779  30A          SystemFunction008 (forwarded to CRYPTSP.SystemFunction008)
       1780  30B          SystemFunction009 (forwarded to CRYPTSP.SystemFunction009)
       1781  30C          SystemFunction010 (forwarded to CRYPTSP.SystemFunction010)
       1782  30D          SystemFunction011 (forwarded to CRYPTSP.SystemFunction011)
       1783  30E          SystemFunction012 (forwarded to CRYPTSP.SystemFunction012)
       1784  30F          SystemFunction013 (forwarded to CRYPTSP.SystemFunction013)
       1785  310          SystemFunction014 (forwarded to CRYPTSP.SystemFunction014)
       1786  311          SystemFunction015 (forwarded to CRYPTSP.SystemFunction015)
       1787  312          SystemFunction016 (forwarded to CRYPTSP.SystemFunction016)
       1788  313 000311E0 SystemFunction017
       1789  314          SystemFunction018 (forwarded to CRYPTSP.SystemFunction018)
       1790  315 00031240 SystemFunction019
       1791  316          SystemFunction020 (forwarded to CRYPTSP.SystemFunction020)
       1792  317          SystemFunction021 (forwarded to CRYPTSP.SystemFunction021)
       1793  318          SystemFunction022 (forwarded to CRYPTSP.SystemFunction022)
       1794  319          SystemFunction023 (forwarded to CRYPTSP.SystemFunction023)
       1795  31A          SystemFunction024 (forwarded to CRYPTSP.SystemFunction024)
       1796  31B          SystemFunction025 (forwarded to CRYPTSP.SystemFunction025)
       1797  31C          SystemFunction026 (forwarded to CRYPTSP.SystemFunction026)
       1798  31D          SystemFunction027 (forwarded to CRYPTSP.SystemFunction027)
       1799  31E          SystemFunction028 (forwarded to CRYPTBASE.SystemFunction028)
       1800  31F          SystemFunction029 (forwarded to CRYPTBASE.SystemFunction029)
       1801  320          SystemFunction030 (forwarded to CRYPTSP.SystemFunction030)
       1802  321          SystemFunction031 (forwarded to CRYPTSP.SystemFunction031)
       1803  322          SystemFunction032 (forwarded to CRYPTSP.SystemFunction032)
       1804  323          SystemFunction033 (forwarded to CRYPTSP.SystemFunction033)
       1805  324          SystemFunction034 (forwarded to CRYPTBASE.SystemFunction034)
       1806  325          SystemFunction035 (forwarded to CRYPTSP.CheckSignatureInFile)
       1807  326          SystemFunction036 (forwarded to CRYPTBASE.SystemFunction036)
       1808  327          SystemFunction040 (forwarded to CRYPTBASE.SystemFunction040)
       1809  328          SystemFunction041 (forwarded to CRYPTBASE.SystemFunction041)
       1810  329          TraceEvent (forwarded to ntdll.EtwLogTraceEvent)
       1811  32A          TraceEventInstance (forwarded to ntdll.EtwTraceEventInstance)
       1812  32B          TraceMessage (forwarded to ntdll.EtwTraceMessage)
       1813  32C          TraceMessageVa (forwarded to ntdll.EtwTraceMessageVa)
       1814  32D          TraceQueryInformation (forwarded to api-ms-win-eventing-controller-l1-1-0.TraceQueryInformation)
       1815  32E 000304A0 TraceSetInformation
       1816  32F 0003E210 TreeResetNamedSecurityInfoA
       1817  330 000041B0 TreeResetNamedSecurityInfoW
       1818  331 0003E210 TreeSetNamedSecurityInfoA
       1819  332 0003EB70 TreeSetNamedSecurityInfoW
       1820  333 00041870 TrusteeAccessToObjectA
       1821  334 00041AD0 TrusteeAccessToObjectW
       1822  335 00035D50 UninstallApplication
       1823  336 00046AE0 UnlockServiceDatabase
       1824  337 000311C0 UnregisterIdleTask
       1825  338          UnregisterTraceGuids (forwarded to ntdll.EtwUnregisterTraceGuids)
       1826  339 00042FA0 UpdateTraceA
       1827  33A 00042FC0 UpdateTraceW
       1828  33B 0002E3C0 UsePinForEncryptedFilesA
       1829  33C 0002E450 UsePinForEncryptedFilesW
       1830  33D 000304C0 WaitServiceState
       1831  33E 00059670 WmiCloseBlock
       1832  33F 000596F0 WmiDevInstToInstanceNameA
       1833  340 000597E0 WmiDevInstToInstanceNameW
       1834  341 000598D0 WmiEnumerateGuids
       1835  342 00059AA0 WmiExecuteMethodA
       1836  343 00059BA0 WmiExecuteMethodW
       1837  344 00059F20 WmiFileHandleToInstanceNameA
       1838  345 0005A190 WmiFileHandleToInstanceNameW
       1839  346 0005A390 WmiFreeBuffer
       1840  347 0005BD60 WmiMofEnumerateResourcesA
       1841  348 0005BFA0 WmiMofEnumerateResourcesW
       1842  349 0005A3E0 WmiNotificationRegistrationA
       1843  34A 0005A470 WmiNotificationRegistrationW
       1844  34B 0005A500 WmiOpenBlock
       1845  34C 0005A600 WmiQueryAllDataA
       1846  34D 0005A670 WmiQueryAllDataMultipleA
       1847  34E 0005A700 WmiQueryAllDataMultipleW
       1848  34F 0005A930 WmiQueryAllDataW
       1849  350 0005ABA0 WmiQueryGuidInformation
       1850  351 0005AC60 WmiQuerySingleInstanceA
       1851  352 0005AD50 WmiQuerySingleInstanceMultipleA
       1852  353 0005AF00 WmiQuerySingleInstanceMultipleW
       1853  354 0005B160 WmiQuerySingleInstanceW
       1854  355 0005B3F0 WmiReceiveNotificationsA
       1855  356 0005B470 WmiReceiveNotificationsW
       1856  357 0005B4F0 WmiSetSingleInstanceA
       1857  358 0005B5C0 WmiSetSingleInstanceW
       1858  359 0005B7B0 WmiSetSingleItemA
       1859  35A 0005B890 WmiSetSingleItemW
       1860  35B 0002E4F0 WriteEncryptedFileRaw
       1000      00038D50 [NONAME]

  Summary

        5000 .data
        1000 .didat
        5000 .pdata
       37000 .rdata
        2000 .reloc
        1000 .rsrc
       68000 .text
